21, -1.2850377559661865, 22
45, 1.6687148809432983, 24
56, 0.0035306215286254883, 11
75, -2.316641092300415, 19
88, -3.187978506088257, 13
115, -8.953483581542969, 27
147, 18.36912727355957, 32
206, 13.923036575317383, 59
227, 4.950999736785889, 21
250, 10.673873901367188, 23
279, 5.244787216186523, 29
338, 42.728946685791016, 59
385, 18.52727699279785, 47
422, 25.11804962158203, 37
443, 7.5011305809021, 21
458, 2.767414093017578, 15
476, 5.403778553009033, 18
501, 7.534841537475586, 25
520, 7.0039215087890625, 19
580, 32.76995086669922, 60
610, 17.53008460998535, 30
639, 14.186208724975586, 29
662, 15.706769943237305, 23
690, 18.990707397460938, 28
712, 13.097644805908203, 22
736, 15.203046798706055, 24
757, 11.535995483398438, 21
774, 7.44182825088501, 17
801, 21.05340576171875, 27
840, 30.22174835205078, 39
857, 8.5928373336792, 17
892, 23.367036819458008, 35
911, 7.720612525939941, 19
925, 3.764676094055176, 14
939, 4.786990165710449, 14
973, 25.122285842895508, 34
997, 11.0906982421875, 24
1027, 19.750572204589844, 30
1047, 11.054435729980469, 20
1069, 11.484884262084961, 22
1085, 5.917606353759766, 16
1097, 2.443648099899292, 12
1111, 4.115732192993164, 14
1134, 15.095636367797852, 23
1150, 7.194960117340088, 16
1167, 6.821428298950195, 17
1212, 26.621355056762695, 45
1228, 5.593274116516113, 16
1267, 28.098594665527344, 39
1302, 22.6265926361084, 35
1323, 7.307682991027832, 21
1349, 16.578269958496094, 26
1368, 6.170742034912109, 19
1405, 28.70884132385254, 37
1449, 40.54761505126953, 44
1461, 1.501552939414978, 12
1471, -2.7611467838287354, 10
1510, 22.89737892150879, 39
1522, 2.3791842460632324, 12
1541, 7.0336594581604, 19
1559, 7.121020317077637, 18
1584, 13.811877250671387, 25
1622, 24.938318252563477, 38
1636, 3.604430913925171, 14
1653, 7.542867660522461, 17
1671, 7.940529823303223, 18
1704, 25.942672729492188, 33
1718, 3.538012742996216, 14
1758, 29.308780670166016, 40
1791, 21.422645568847656, 33
1806, 5.865167140960693, 15
1843, 23.859582901000977, 37
1874, 24.64922332763672, 31
1915, 35.52096939086914, 41
1942, 11.826375961303711, 27
1977, 28.089244842529297, 35
2019, 31.165998458862305, 42
2046, 10.686009407043457, 27
2063, 5.7590413093566895, 17
2101, 28.721710205078125, 38
2191, 37.77556610107422, 90
2397, 58.01848602294922, 206
2857, 501.23858642578125, 460
3228, 171.74884033203125, 371
